Complaint_ID,Complaint_Text,Category,Department,State,City,Submission_Date,Status,Priority,Pending_Days,Resolution_Date,Escalated,Feedback_Rating
IND-CMP-0246,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Uttar Pradesh,Bhopal,2024-10-11,In Progress,Medium,29,,0,
IND-CMP-0247,A damaged road with potholes near the residential area has not been repaired for 82 days.,Road Damage,Public Works Department,Kerala,Hyderabad,2025-10-10,In Progress,High,82,,0,
IND-CMP-0248,Drainage blockage is causing water accumulation in the locality for 78 days.,Drainage,Municipal Engineering Department,Rajasthan,Mumbai,2024-03-08,In Progress,High,78,,0,
IND-CMP-0249,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Kerala,Visakhapatnam,2024-07-11,Pending,High,104,,0,
IND-CMP-0250,Street electricity infrastructure in our area has not been functioning properly for 15 days.,Electricity,Electricity Department,Telangana,Kolkata,2026-03-26,Resolved,Low,0,2026-04-02,0,2
IND-CMP-0251,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Kerala,Mumbai,2024-01-24,Pending,Medium,46,,0,
IND-CMP-0252,A damaged road with potholes near the residential area has not been repaired for 110 days.,Road Damage,Public Works Department,West Bengal,Chennai,2025-11-16,Resolved,High,0,2026-02-26,0,3
IND-CMP-0253,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Kerala,Bhopal,2024-03-15,Pending,High,116,,0,
IND-CMP-0254,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Madhya Pradesh,Bengaluru,2025-05-28,Escalated,Medium,43,,1,
IND-CMP-0255,Drinking water supply is irregular and residents are facing difficulty for 58 days.,Water Supply,Water Supply Department,Karnataka,Visakhapatnam,2024-01-06,Resolved,Medium,0,2024-01-12,0,3
IND-CMP-0256,Drinking water supply is irregular and residents are facing difficulty for 100 days.,Water Supply,Water Supply Department,Maharashtra,Kolkata,2025-07-05,In Progress,High,100,,0,
IND-CMP-0257,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Karnataka,Lucknow,2025-12-23,Resolved,Medium,0,2026-01-24,0,2
IND-CMP-0258,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,West Bengal,Bhopal,2024-07-27,Pending,High,111,,0,
IND-CMP-0259,A damaged road with potholes near the residential area has not been repaired for 70 days.,Road Damage,Public Works Department,West Bengal,Ahmedabad,2024-10-24,Pending,Medium,70,,0,
IND-CMP-0260,Basic public health services have not been available as expected for 87 days.,Public Health,Public Health Department,Maharashtra,Bhopal,2024-02-23,Resolved,High,0,2024-03-10,0,5
IND-CMP-0261,A damaged road with potholes near the residential area has not been repaired for 81 days.,Road Damage,Public Works Department,Telangana,Lucknow,2025-06-25,Resolved,High,0,2025-08-23,0,1
IND-CMP-0262,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Karnataka,Patna,2024-03-16,In Progress,Low,7,,0,
IND-CMP-0263,Basic public health services have not been available as expected for 3 days.,Public Health,Public Health Department,Karnataka,Chennai,2026-04-18,Pending,High,3,,0,
IND-CMP-0264,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Karnataka,Bengaluru,2024-05-11,Pending,Medium,38,,0,
IND-CMP-0265,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Bihar,Hyderabad,2025-12-07,In Progress,High,109,,0,
IND-CMP-0266,A damaged road with potholes near the residential area has not been repaired for 1 days.,Road Damage,Public Works Department,Karnataka,Kolkata,2024-09-28,Pending,Low,1,,0,
IND-CMP-0267,The scheduled public transport service has been unreliable for 79 days.,Public Transport,Transport Department,Madhya Pradesh,Kolkata,2025-01-05,In Progress,High,79,,0,
IND-CMP-0268,Drainage blockage is causing water accumulation in the locality for 27 days.,Drainage,Municipal Engineering Department,Gujarat,Kochi,2025-01-04,Resolved,Medium,0,2025-01-19,0,3
IND-CMP-0269,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,West Bengal,Jaipur,2025-12-31,Pending,Medium,74,,0,
IND-CMP-0270,A damaged road with potholes near the residential area has not been repaired for 12 days.,Road Damage,Public Works Department,Maharashtra,Visakhapatnam,2025-03-22,Resolved,Low,0,2025-04-01,0,2
IND-CMP-0271,Basic public health services have not been available as expected for 105 days.,Public Health,Public Health Department,Bihar,Jaipur,2024-06-24,Pending,High,105,,0,
IND-CMP-0272,A damaged road with potholes near the residential area has not been repaired for 92 days.,Road Damage,Public Works Department,West Bengal,Lucknow,2024-07-16,Pending,High,92,,0,
IND-CMP-0273,My certificate application has remained pending for 120 days without a clear update.,Certificates,Revenue Department,Gujarat,Bhopal,2025-07-02,Resolved,High,0,2025-07-07,0,4
IND-CMP-0274,Repeated power-related service interruptions have affected residents for 42 days.,Electricity,Electricity Department,Telangana,Lucknow,2026-05-16,Resolved,High,0,2026-06-22,0,2
IND-CMP-0275,Drinking water supply is irregular and residents are facing difficulty for 40 days.,Water Supply,Water Supply Department,Andhra Pradesh,Jaipur,2025-08-18,Escalated,Medium,40,,1,
IND-CMP-0276,Drainage blockage is causing water accumulation in the locality for 40 days.,Drainage,Municipal Engineering Department,Rajasthan,Kolkata,2024-10-24,Resolved,High,0,2024-11-15,0,5
IND-CMP-0277,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Madhya Pradesh,Ahmedabad,2025-10-20,Escalated,High,120,,1,
IND-CMP-0278,A damaged road with potholes near the residential area has not been repaired for 72 days.,Road Damage,Public Works Department,Rajasthan,Mumbai,2024-07-19,Pending,Medium,72,,0,
IND-CMP-0279,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Karnataka,Ahmedabad,2024-03-26,In Progress,High,105,,0,
IND-CMP-0280,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,West Bengal,Patna,2026-01-28,Resolved,High,0,2026-03-09,0,3
IND-CMP-0281,My welfare scheme application has remained pending for 98 days.,Welfare Scheme,Social Welfare Department,West Bengal,Ahmedabad,2026-04-16,Resolved,High,0,2026-04-20,0,3
IND-CMP-0282,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Kerala,Mumbai,2024-07-26,Resolved,Medium,0,2024-09-08,0,1
IND-CMP-0283,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Uttar Pradesh,Hyderabad,2025-01-11,Pending,Medium,41,,0,
IND-CMP-0284,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Bihar,Bhopal,2025-09-07,Pending,High,28,,0,
IND-CMP-0285,My welfare scheme application has remained pending for 19 days.,Welfare Scheme,Social Welfare Department,West Bengal,Ahmedabad,2024-12-21,Pending,Low,19,,0,
IND-CMP-0286,Street electricity infrastructure in our area has not been functioning properly for 106 days.,Electricity,Electricity Department,Telangana,Jaipur,2024-12-29,Resolved,High,0,2025-03-23,0,1
IND-CMP-0287,Street electricity infrastructure in our area has not been functioning properly for 81 days.,Electricity,Electricity Department,Andhra Pradesh,Patna,2026-02-27,Resolved,High,0,2026-05-01,0,5
IND-CMP-0288,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,West Bengal,Kochi,2026-01-14,Resolved,Low,0,2026-02-01,0,5
IND-CMP-0289,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Maharashtra,Bengaluru,2024-08-20,In Progress,High,105,,0,
IND-CMP-0290,Basic public health services have not been available as expected for 60 days.,Public Health,Public Health Department,Karnataka,Hyderabad,2026-01-25,Resolved,High,0,2026-02-07,0,2
IND-CMP-0291,My certificate application has remained pending for 14 days without a clear update.,Certificates,Revenue Department,Bihar,Patna,2024-06-08,Pending,Low,14,,0,
IND-CMP-0292,My welfare scheme application has remained pending for 119 days.,Welfare Scheme,Social Welfare Department,Bihar,Ahmedabad,2025-03-11,In Progress,High,119,,0,
IND-CMP-0293,A damaged road with potholes near the residential area has not been repaired for 98 days.,Road Damage,Public Works Department,Rajasthan,Bengaluru,2024-03-08,Resolved,High,0,2024-03-13,0,5
IND-CMP-0294,A damaged road with potholes near the residential area has not been repaired for 116 days.,Road Damage,Public Works Department,Uttar Pradesh,Hyderabad,2024-01-12,Resolved,High,0,2024-02-10,0,3
IND-CMP-0295,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Telangana,Mumbai,2026-01-24,Pending,High,78,,0,
IND-CMP-0296,My welfare scheme application has remained pending for 2 days.,Welfare Scheme,Social Welfare Department,Kerala,Bengaluru,2024-04-29,Pending,Low,2,,0,
IND-CMP-0297,My certificate application has remained pending for 3 days without a clear update.,Certificates,Revenue Department,Rajasthan,Kolkata,2025-06-21,Resolved,Low,0,2025-06-23,0,3
IND-CMP-0298,Repeated power-related service interruptions have affected residents for 25 days.,Electricity,Electricity Department,Gujarat,Kochi,2025-11-12,Resolved,Low,0,2025-12-07,0,5
IND-CMP-0299,Street electricity infrastructure in our area has not been functioning properly for 11 days.,Electricity,Electricity Department,Kerala,Visakhapatnam,2025-12-14,In Progress,Low,11,,0,
IND-CMP-0300,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Bihar,Ahmedabad,2024-11-10,Resolved,Low,0,2024-11-19,0,1
IND-CMP-0301,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Telangana,Chennai,2024-05-27,Resolved,Medium,0,2024-06-27,0,2
IND-CMP-0302,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Maharashtra,Kolkata,2026-03-15,Resolved,High,0,2026-04-06,0,1
IND-CMP-0303,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Maharashtra,Bhopal,2024-09-17,Resolved,High,0,2024-10-20,0,2
IND-CMP-0304,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Madhya Pradesh,Hyderabad,2024-04-03,Escalated,Low,12,,1,
IND-CMP-0305,Basic public health services have not been available as expected for 70 days.,Public Health,Public Health Department,Karnataka,Chennai,2025-01-21,Resolved,Medium,0,2025-02-06,0,3
IND-CMP-0306,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Maharashtra,Visakhapatnam,2025-03-20,Pending,Medium,38,,0,
IND-CMP-0307,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Tamil Nadu,Bhopal,2026-06-17,Pending,Low,16,,0,
IND-CMP-0308,Repeated power-related service interruptions have affected residents for 36 days.,Electricity,Electricity Department,Andhra Pradesh,Jaipur,2024-07-12,Pending,Medium,36,,0,
IND-CMP-0309,Street lights in the locality have not been working for 90 days.,Street Lighting,Municipal Engineering Department,Karnataka,Bengaluru,2026-06-07,In Progress,High,90,,0,
IND-CMP-0310,Drinking water supply is irregular and residents are facing difficulty for 84 days.,Water Supply,Water Supply Department,Bihar,Bhopal,2025-03-22,Resolved,High,0,2025-04-19,0,3
IND-CMP-0311,Drainage blockage is causing water accumulation in the locality for 110 days.,Drainage,Municipal Engineering Department,West Bengal,Bengaluru,2025-05-07,Pending,High,110,,0,
IND-CMP-0312,My certificate application has remained pending for 53 days without a clear update.,Certificates,Revenue Department,Telangana,Kolkata,2025-10-06,Resolved,Medium,0,2025-11-19,0,5
IND-CMP-0313,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Tamil Nadu,Ahmedabad,2026-04-13,Resolved,High,0,2026-04-18,0,3
IND-CMP-0314,There has been no regular water supply in our area for 31 days.,Water Supply,Water Supply Department,Maharashtra,Kolkata,2024-11-13,Escalated,Medium,31,,1,
IND-CMP-0315,The scheduled public transport service has been unreliable for 114 days.,Public Transport,Transport Department,Telangana,Bengaluru,2025-08-30,In Progress,High,114,,0,
IND-CMP-0316,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Madhya Pradesh,Bengaluru,2026-04-30,Resolved,Medium,0,2026-05-22,0,5
IND-CMP-0317,Drainage blockage is causing water accumulation in the locality for 36 days.,Drainage,Municipal Engineering Department,Maharashtra,Visakhapatnam,2024-09-11,Pending,Medium,36,,0,
IND-CMP-0318,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Kerala,Chennai,2025-10-19,Pending,Low,10,,0,
IND-CMP-0319,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,West Bengal,Jaipur,2024-05-30,Escalated,High,94,,1,
IND-CMP-0320,Street electricity infrastructure in our area has not been functioning properly for 18 days.,Electricity,Electricity Department,Andhra Pradesh,Visakhapatnam,2025-11-09,In Progress,High,18,,0,
IND-CMP-0321,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Gujarat,Kolkata,2025-05-01,Resolved,Medium,0,2025-05-27,0,1
IND-CMP-0322,There has been no regular water supply in our area for 5 days.,Water Supply,Water Supply Department,Madhya Pradesh,Chennai,2025-10-14,Resolved,Low,0,2025-10-16,0,3
IND-CMP-0323,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Kerala,Kochi,2025-06-04,Resolved,Medium,0,2025-06-21,0,5
IND-CMP-0324,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Andhra Pradesh,Bengaluru,2025-11-23,Pending,Low,14,,0,
IND-CMP-0325,Drainage blockage is causing water accumulation in the locality for 52 days.,Drainage,Municipal Engineering Department,Telangana,Hyderabad,2024-03-23,Resolved,Medium,0,2024-04-01,0,3
IND-CMP-0326,My welfare scheme application has remained pending for 19 days.,Welfare Scheme,Social Welfare Department,Tamil Nadu,Chennai,2024-06-18,In Progress,Low,19,,0,
IND-CMP-0327,Street lights in the locality have not been working for 36 days.,Street Lighting,Municipal Engineering Department,Madhya Pradesh,Kochi,2024-11-08,Pending,Medium,36,,0,
IND-CMP-0328,Drainage blockage is causing water accumulation in the locality for 119 days.,Drainage,Municipal Engineering Department,Rajasthan,Jaipur,2025-04-03,Pending,High,119,,0,
IND-CMP-0329,There has been no regular water supply in our area for 5 days.,Water Supply,Water Supply Department,Karnataka,Kochi,2026-03-04,Escalated,Low,5,,1,
IND-CMP-0330,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Telangana,Bhopal,2024-04-01,Pending,Low,5,,0,
IND-CMP-0331,The scheduled public transport service has been unreliable for 118 days.,Public Transport,Transport Department,Madhya Pradesh,Hyderabad,2026-01-29,In Progress,High,118,,0,
IND-CMP-0332,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,West Bengal,Bhopal,2025-06-26,Escalated,Low,9,,1,
IND-CMP-0333,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Telangana,Visakhapatnam,2026-02-08,Resolved,High,0,2026-03-12,0,3
IND-CMP-0334,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Gujarat,Kolkata,2024-07-19,In Progress,Medium,43,,0,
IND-CMP-0335,Drinking water supply is irregular and residents are facing difficulty for 106 days.,Water Supply,Water Supply Department,Tamil Nadu,Lucknow,2025-03-28,Resolved,High,0,2025-05-18,0,3
IND-CMP-0336,My welfare scheme application has remained pending for 26 days.,Welfare Scheme,Social Welfare Department,Rajasthan,Kochi,2026-03-15,Resolved,Medium,0,2026-03-31,0,2
IND-CMP-0337,Street lights in the locality have not been working for 72 days.,Street Lighting,Municipal Engineering Department,Madhya Pradesh,Kochi,2024-07-30,Escalated,Medium,72,,1,
IND-CMP-0338,Garbage collection has been irregular for 59 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Andhra Pradesh,Hyderabad,2025-11-04,Resolved,Medium,0,2025-12-23,0,3
IND-CMP-0339,Basic public health services have not been available as expected for 86 days.,Public Health,Public Health Department,Kerala,Hyderabad,2025-03-11,Pending,High,86,,0,
IND-CMP-0340,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Madhya Pradesh,Hyderabad,2025-08-30,Pending,High,105,,0,
IND-CMP-0341,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Tamil Nadu,Chennai,2025-08-27,Resolved,Low,0,2025-08-29,0,5
IND-CMP-0342,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,West Bengal,Chennai,2025-10-06,Resolved,Low,0,2025-10-15,0,4
IND-CMP-0343,Street lights in the locality have not been working for 63 days.,Street Lighting,Municipal Engineering Department,Andhra Pradesh,Lucknow,2025-06-12,In Progress,Medium,63,,0,
IND-CMP-0344,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Rajasthan,Lucknow,2024-09-12,Resolved,Medium,0,2024-10-22,0,2
IND-CMP-0345,My certificate application has remained pending for 33 days without a clear update.,Certificates,Revenue Department,Madhya Pradesh,Chennai,2025-04-23,Pending,Medium,33,,0,
IND-CMP-0346,My welfare scheme application has remained pending for 77 days.,Welfare Scheme,Social Welfare Department,Bihar,Kochi,2024-02-23,Resolved,High,0,2024-05-09,0,1
IND-CMP-0347,Basic public health services have not been available as expected for 67 days.,Public Health,Public Health Department,Andhra Pradesh,Ahmedabad,2025-09-29,Resolved,Medium,0,2025-11-02,0,1
IND-CMP-0348,A damaged road with potholes near the residential area has not been repaired for 105 days.,Road Damage,Public Works Department,Karnataka,Lucknow,2024-05-26,In Progress,High,105,,0,
IND-CMP-0349,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Uttar Pradesh,Bhopal,2025-07-10,Resolved,Low,0,2025-07-11,0,3
IND-CMP-0350,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Tamil Nadu,Lucknow,2024-04-25,Escalated,High,106,,1,
IND-CMP-0351,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Kerala,Hyderabad,2024-08-21,Pending,Medium,26,,0,
IND-CMP-0352,Street lights in the locality have not been working for 56 days.,Street Lighting,Municipal Engineering Department,Karnataka,Bhopal,2024-12-02,Resolved,Medium,0,2024-12-07,0,3
IND-CMP-0353,Drainage blockage is causing water accumulation in the locality for 110 days.,Drainage,Municipal Engineering Department,Maharashtra,Ahmedabad,2025-06-17,Resolved,High,0,2025-06-27,0,2
IND-CMP-0354,Basic public health services have not been available as expected for 119 days.,Public Health,Public Health Department,Bihar,Jaipur,2024-05-26,Resolved,High,0,2024-06-22,0,4
IND-CMP-0355,Drainage blockage is causing water accumulation in the locality for 79 days.,Drainage,Municipal Engineering Department,West Bengal,Patna,2024-12-10,Resolved,High,0,2025-01-16,0,1
IND-CMP-0356,Street electricity infrastructure in our area has not been functioning properly for 95 days.,Electricity,Electricity Department,Maharashtra,Jaipur,2025-04-23,In Progress,High,95,,0,
IND-CMP-0357,There has been no regular water supply in our area for 62 days.,Water Supply,Water Supply Department,Maharashtra,Kochi,2025-04-01,In Progress,Medium,62,,0,
IND-CMP-0358,There has been no regular water supply in our area for 102 days.,Water Supply,Water Supply Department,Andhra Pradesh,Bhopal,2024-12-31,Resolved,High,0,2025-01-05,0,5
IND-CMP-0359,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Karnataka,Chennai,2025-04-03,In Progress,Low,25,,0,
IND-CMP-0360,My certificate application has remained pending for 3 days without a clear update.,Certificates,Revenue Department,Kerala,Ahmedabad,2024-08-02,In Progress,Low,3,,0,
IND-CMP-0361,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Maharashtra,Kochi,2025-06-22,Resolved,Medium,0,2025-07-02,0,4
IND-CMP-0362,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Uttar Pradesh,Lucknow,2026-03-27,In Progress,Low,22,,0,
IND-CMP-0363,Street electricity infrastructure in our area has not been functioning properly for 113 days.,Electricity,Electricity Department,Rajasthan,Kochi,2024-03-24,Resolved,High,0,2024-05-03,0,4
IND-CMP-0364,The scheduled public transport service has been unreliable for 97 days.,Public Transport,Transport Department,Rajasthan,Lucknow,2026-02-13,In Progress,High,97,,0,
IND-CMP-0365,Drainage blockage is causing water accumulation in the locality for 70 days.,Drainage,Municipal Engineering Department,Gujarat,Kochi,2025-07-01,In Progress,Medium,70,,0,
IND-CMP-0366,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,West Bengal,Visakhapatnam,2025-12-17,Pending,High,87,,0,
IND-CMP-0367,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Karnataka,Mumbai,2024-02-19,In Progress,High,86,,0,
IND-CMP-0368,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Bihar,Chennai,2025-11-05,Escalated,Medium,26,,1,
IND-CMP-0369,Garbage collection has been irregular for 81 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,Uttar Pradesh,Lucknow,2026-01-01,Pending,High,81,,0,
IND-CMP-0370,Basic public health services have not been available as expected for 93 days.,Public Health,Public Health Department,Tamil Nadu,Bhopal,2026-01-15,Resolved,High,0,2026-03-13,0,4
IND-CMP-0371,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Maharashtra,Mumbai,2025-10-04,Pending,Medium,46,,0,
IND-CMP-0372,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,West Bengal,Mumbai,2024-09-16,Pending,Low,22,,0,
IND-CMP-0373,Repeated power-related service interruptions have affected residents for 81 days.,Electricity,Electricity Department,Telangana,Ahmedabad,2025-11-19,Resolved,High,0,2026-01-22,0,2
IND-CMP-0374,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Madhya Pradesh,Kochi,2024-09-03,Pending,High,79,,0,
IND-CMP-0375,Street electricity infrastructure in our area has not been functioning properly for 14 days.,Electricity,Electricity Department,Gujarat,Hyderabad,2025-06-09,Pending,Low,14,,0,
IND-CMP-0376,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Tamil Nadu,Lucknow,2025-07-01,Pending,Low,10,,0,
IND-CMP-0377,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,West Bengal,Jaipur,2026-05-23,Resolved,Low,0,2026-05-27,0,5
IND-CMP-0378,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,Bihar,Kochi,2025-10-01,Pending,Medium,62,,0,
IND-CMP-0379,Drainage blockage is causing water accumulation in the locality for 2 days.,Drainage,Municipal Engineering Department,Gujarat,Bengaluru,2025-09-28,Escalated,High,2,,1,
IND-CMP-0380,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Uttar Pradesh,Bengaluru,2024-11-02,Pending,Medium,54,,0,
IND-CMP-0381,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Telangana,Visakhapatnam,2025-12-30,Resolved,Low,0,2026-01-02,0,3
IND-CMP-0382,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Karnataka,Visakhapatnam,2024-07-24,In Progress,Medium,37,,0,
IND-CMP-0383,There has been no regular water supply in our area for 92 days.,Water Supply,Water Supply Department,Tamil Nadu,Bhopal,2024-02-26,Pending,High,92,,0,
IND-CMP-0384,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,Madhya Pradesh,Kochi,2024-07-19,Pending,Medium,62,,0,
IND-CMP-0385,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Bihar,Kolkata,2025-06-03,In Progress,Low,10,,0,
IND-CMP-0386,A damaged road with potholes near the residential area has not been repaired for 34 days.,Road Damage,Public Works Department,Kerala,Kochi,2026-04-11,Escalated,Medium,34,,1,
IND-CMP-0387,The public area has not been cleaned regularly and sanitation conditions are poor.,Sanitation,Municipal Sanitation Department,West Bengal,Visakhapatnam,2024-12-18,Pending,High,86,,0,
IND-CMP-0388,Repeated power-related service interruptions have affected residents for 119 days.,Electricity,Electricity Department,Rajasthan,Bhopal,2025-12-11,Pending,High,119,,0,
IND-CMP-0389,A damaged road with potholes near the residential area has not been repaired for 10 days.,Road Damage,Public Works Department,Karnataka,Chennai,2026-01-10,Resolved,Low,0,2026-01-15,0,5
IND-CMP-0390,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Rajasthan,Bhopal,2025-03-28,Pending,Medium,58,,0,
IND-CMP-0391,My welfare scheme application has remained pending for 63 days.,Welfare Scheme,Social Welfare Department,Gujarat,Jaipur,2026-03-28,In Progress,Medium,63,,0,
IND-CMP-0392,Drainage blockage is causing water accumulation in the locality for 29 days.,Drainage,Municipal Engineering Department,Rajasthan,Kolkata,2024-07-24,Pending,Medium,29,,0,
IND-CMP-0393,There has been a delay in processing my requested government certificate.,Certificates,Revenue Department,Uttar Pradesh,Jaipur,2026-04-05,Resolved,High,0,2026-04-08,0,5
IND-CMP-0394,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,Bihar,Visakhapatnam,2026-03-13,Resolved,Low,0,2026-03-22,0,4
IND-CMP-0395,Street electricity infrastructure in our area has not been functioning properly for 79 days.,Electricity,Electricity Department,Uttar Pradesh,Mumbai,2025-04-24,In Progress,High,79,,0,
IND-CMP-0396,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Tamil Nadu,Patna,2026-06-10,Resolved,Low,0,2026-06-29,0,1
IND-CMP-0397,A damaged road with potholes near the residential area has not been repaired for 75 days.,Road Damage,Public Works Department,Madhya Pradesh,Kolkata,2024-08-14,In Progress,Medium,75,,0,
IND-CMP-0398,Street lights in the locality have not been working for 61 days.,Street Lighting,Municipal Engineering Department,Telangana,Bhopal,2026-04-15,Pending,Medium,61,,0,
IND-CMP-0399,Garbage collection has been irregular for 71 days and waste is accumulating.,Sanitation,Municipal Sanitation Department,West Bengal,Chennai,2026-05-07,Escalated,Medium,71,,1,
IND-CMP-0400,Drinking water supply is irregular and residents are facing difficulty for 39 days.,Water Supply,Water Supply Department,West Bengal,Visakhapatnam,2024-09-07,Resolved,Medium,0,2024-10-10,0,5
IND-CMP-0401,The benefit related to my welfare application has not been processed within the expected time.,Welfare Scheme,Social Welfare Department,West Bengal,Hyderabad,2026-01-01,Pending,High,79,,0,
IND-CMP-0402,There has been no regular water supply in our area for 49 days.,Water Supply,Water Supply Department,Rajasthan,Visakhapatnam,2025-11-30,In Progress,Medium,49,,0,
IND-CMP-0403,The drainage system needs cleaning because wastewater is not flowing properly.,Drainage,Municipal Engineering Department,West Bengal,Chennai,2025-05-29,Escalated,Low,22,,1,
IND-CMP-0404,The local public health facility is facing a service delay and residents need assistance.,Public Health,Public Health Department,Maharashtra,Mumbai,2024-01-09,Resolved,Medium,0,2024-02-01,0,2
IND-CMP-0405,The road surface is badly damaged and needs urgent maintenance.,Road Damage,Public Works Department,Tamil Nadu,Lucknow,2024-03-14,Pending,High,86,,0,
IND-CMP-0406,Several public street lights are not functioning and require maintenance.,Street Lighting,Municipal Engineering Department,Kerala,Patna,2024-03-17,Escalated,High,119,,1,
IND-CMP-0407,Street lights in the locality have not been working for 43 days.,Street Lighting,Municipal Engineering Department,Maharashtra,Ahmedabad,2024-08-25,In Progress,Medium,43,,0,
IND-CMP-0408,There has been no regular water supply in our area for 96 days.,Water Supply,Water Supply Department,Tamil Nadu,Ahmedabad,2025-03-20,Resolved,High,0,2025-06-01,0,4
IND-CMP-0409,Public transport service is irregular and commuters are facing repeated delays.,Public Transport,Transport Department,Bihar,Chennai,2025-06-13,In Progress,High,78,,0,
IND-CMP-0410,The scheduled public transport service has been unreliable for 62 days.,Public Transport,Transport Department,Tamil Nadu,Ahmedabad,2025-05-01,Resolved,Medium,0,2025-06-19,0,4
